,words,counts
1568,斗不过,2
1569,看戏,2
1570,只为,2
1571,当面,2
1572,高度,2
1573,嫌,2
1574,影史,2
1575,镜像,2
1576,娘,2
1577,ge,2
1578,试着,2
1579,国,2
1580,出名,2
1581,万人,2
1582,不同于,2
1583,神坛,2
1584,囊括,2
1585,不难,2
1586,回眸,2
1587,烂片,2
1588,落到,2
1589,一条线,2
1590,戏班子,2
1591,影碟,2
1592,安安稳稳,2
1593,一举手一,2
1594,復,2
1595,情谊,2
1596,两种,2
1597,芳华,2
1598,特质,2
1599,回忆,2
1600,足以,2
1601,助理,2
1602,唏嘘,2
1603,泼辣,2
1604,Cheung,2
1605,坎坷,2
1606,事物,2
1607,沒,2
1608,戏词,2
1609,为数不多,2
1610,蛮,2
1611,天衣无缝,2
1612,悲情,2
1613,没上,2
1614,模式,2
1615,影展,2
1616,本质,2
1617,划清界限,2
1618,与其说是,2
1619,反差,2
1620,便是,2
1621,赋予,2
1622,打算,2
1623,行,2
1624,两年,2
1625,而活,2
1626,几遍,2
1627,天命,2
1628,悲苦,2
1629,嘴里,2
1630,汉兵,2
1631,半,2
1632,滋味,2
1633,醒来,2
1634,料想,2
1635,低头,2
1636,出色,2
1637,不在乎,2
1638,長,2
1639,刺,2
1640,A,2
1641,曲终,2
1642,戏中,2
1643,!,2
1644,桩,2
1645,出行,1
1646,值得一提的是,1
1647,活戏,1
1648,但演,1
1649,水泥,1
1650,201080p%,1
1651,妾,1
1652,一人,1
1653,样儿,1
1654,盛世,1
1655,意中人,1
1656,某种意义,1
1657,一桩,1
1658,尚安否,1
1659,砍,1
1660,写得,1
1661,归来,1
1662,展开,1
1663,轮回,1
1664,残忍,1
1665,烟夺,1
1666,药神,1
1667,大火,1
1668,领域,1
1669,激流勇退,1
1670,截取,1
1671,悲惨,1
1672,细致入微,1
1673,只得,1
1674,几近,1
1675,game,1
1676,拜服,1
1677,捣,1
1678,控,1
1679,life,1
1680,地触,1
1681,沉默,1
1682,輕吻,1
1683,老舍,1
1684,交织成,1
1685,那虞姬,1
1686,呢喃,1
1687,做不来,1
1688,氣度,1
1689,這電影,1
1690,难,1
1691,体质,1
1692,破,1
1693,有个,1
1694,正好,1
1695,无出其右,1
1696,青睐,1
1697,巨鲜,1
1698,胸闷,1
1699,围绕,1
1700,跟风,1
1701,淡然,1
1702,木偶,1
1703,忽略,1
1704,最有,1
1705,断断续续,1
1706,最珍貴,1
1707,逃不过,1
1708,浩大,1
1709,亦然,1
1710,裹,1
1711,塞进,1
1712,备受,1
1713,动荡不安,1
1714,越到,1
1715,关键性,1
1716,真有味,1
1717,連同,1
1718,滾瓜爛,1
1719,疼惜,1
1720,人使,1
1721,數碼,1
1722,入怀,1
1723,全靠,1
1724,要断,1
1725,浮于,1
1726,媚眼,1
1727,演绎出,1
1728,家破人亡,1
1729,仙谈,1
1730,這種,1
1731,唯二,1
1732,飽受,1
1733,之时,1
1734,電影並,1
1735,乌合之众,1
1736,轉換,1
1737,曾一度,1
1738,夸奖,1
1739,许是,1
1740,审美,1
1741,审判,1
1742,没教,1
1743,夜深人静,1
1744,长久,1
1745,以死,1
1746,里程碑,1
